ANO;MÊS;GRANDE REGIÃO;UNIDADE DA FEDERAÇÃO;PRODUTO;VENDAS
2003;MAR;REGIÃO NORDESTE;MARANHÃO;GLP;13591,9
2003;OUT;REGIÃO NORDESTE;MARANHÃO;GLP;13133,76
2003;JAN;REGIÃO NORDESTE;PIAUÍ;GLP;9067,107273
2003;FEV;REGIÃO NORDESTE;PIAUÍ;GLP;8530,147273
2003;MAR;REGIÃO NORDESTE;PIAUÍ;GLP;8479,203636
2003;ABR;REGIÃO NORDESTE;PIAUÍ;GLP;9058,709091
2003;MAI;REGIÃO NORDESTE;PIAUÍ;GLP;8950,363636
2003;JUN;REGIÃO NORDESTE;PIAUÍ;GLP;9060,658182
2003;NOV;REGIÃO NORDESTE;MARANHÃO;GLP;13028,96545
2003;DEZ;REGIÃO NORDESTE;MARANHÃO;GLP;13333,67273
2003;JUL;REGIÃO NORDESTE;PIAUÍ;GLP;9562,861818
2003;SET;REGIÃO NORDESTE;PIAUÍ;GLP;9257,04
2003;MAR;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GLP;12153,42909
2003;NOV;REGIÃO NORDESTE;PIAUÍ;GLP;8763,338182
2003;DEZ;REGIÃO NORDESTE;PIAUÍ;GLP;9182,490909
2003;JAN;REGIÃO NORDESTE;CEARÁ;GLP;26990,69818
2003;FEV;REGIÃO NORDESTE;CEARÁ;GLP;25284,73818
2003;MAR;REGIÃO NORDESTE;CEARÁ;GLP;26584,56364
2003;ABR;REGIÃO NORDESTE;CEARÁ;GLP;25778,80182
2003;MAI;REGIÃO NORDESTE;CEARÁ;GLP;27107,21455
2003;OUT;REGIÃO NORDESTE;PIAUÍ;GLP;8944,849091
2003;JUN;REGIÃO NORDESTE;CEARÁ;GLP;27877,18
2003;AGO;REGIÃO NORDESTE;CEARÁ;GLP;29014,47455
2003;SET;REGIÃO NORDESTE;CEARÁ;GLP;28257,91818
2003;OUT;REGIÃO NORDESTE;CEARÁ;GLP;28744,53273
2003;NOV;REGIÃO NORDESTE;CEARÁ;GLP;27182,89273
2003;DEZ;REGIÃO NORDESTE;CEARÁ;GLP;28657,36
2003;JAN;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GLP;12167,88
2003;FEV;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GLP;12049,29636
2003;JUL;REGIÃO NORDESTE;CEARÁ;GLP;29518,46182
2003;ABR;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GLP;12490,47636
2003;FEV;REGIÃO NORTE;AMAPÁ;GLP;1492,614545
2003;MAI;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GLP;12942,74
2003;ABR;REGIÃO NORDESTE;PERNAMBUCO;GLP;32747,98
2003;SET;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GLP;13188,09636
2003;OUT;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GLP;13707,86727
2003;NOV;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GLP;12693,92
2003;DEZ;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GLP;14784,43818
2003;JAN;REGIÃO NORDESTE;PARAÍBA;GLP;12611,30909
2003;FEV;REGIÃO NORDESTE;PARAÍBA;GLP;14020,29273
2003;MAR;REGIÃO NORDESTE;PARAÍBA;GLP;13180,35273
2003;AGO;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GLP;14107,37636
2003;ABR;REGIÃO NORDESTE;PARAÍBA;GLP;13774,93455
2003;JUN;REGIÃO NORDESTE;PARAÍBA;GLP;14883,10727
2003;JUL;REGIÃO NORDESTE;PARAÍBA;GLP;15725,27091
2003;AGO;REGIÃO NORDESTE;PARAÍBA;GLP;16222,40545
2003;SET;REGIÃO NORDESTE;PARAÍBA;GLP;15058,12727
2003;OUT;REGIÃO NORDESTE;PARAÍBA;GLP;16086,59091
2003;NOV;REGIÃO NORDESTE;PARAÍBA;GLP;14472,20909
2003;FEV;REGIÃO NORDESTE;MARANHÃO;GLP;11137,64727
2003;MAI;REGIÃO NORDESTE;PARAÍBA;GLP;13424,59636
2003;JUL;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GLP;14139,44545
2003;DEZ;REGIÃO NORDESTE;PARAÍBA;GLP;15916,63818
2003;JAN;REGIÃO NORDESTE;PERNAMBUCO;GLP;30449,51091
2003;MAI;REGIÃO NORDESTE;PERNAMBUCO;GLP;33326,15455
2003;JUN;REGIÃO NORDESTE;PERNAMBUCO;GLP;34044,91455
2003;JUL;REGIÃO NORDESTE;PERNAMBUCO;GLP;37163,01273
2003;AGO;REGIÃO NORDESTE;PERNAMBUCO;GLP;36392,45091
2003;SET;REGIÃO NORDESTE;PERNAMBUCO;GLP;34835,43455
2003;OUT;REGIÃO NORDESTE;PERNAMBUCO;GLP;35847,68909
2003;MAR;REGIÃO NORDESTE;PERNAMBUCO;GLP;31117,58909
2003;NOV;REGIÃO NORDESTE;PERNAMBUCO;GLP;33602,57818
2003;JAN;REGIÃO NORDESTE;ALAGOAS;GLP;10525,41636
2003;FEV;REGIÃO NORDESTE;ALAGOAS;GLP;9303,301818
2003;MAR;REGIÃO NORDESTE;ALAGOAS;GLP;9626,72
2003;ABR;REGIÃO NORDESTE;ALAGOAS;GLP;9240,998182
2003;MAI;REGIÃO NORDESTE;ALAGOAS;GLP;10548,23636
2003;JUN;REGIÃO NORDESTE;ALAGOAS;GLP;9941,56
2003;JUL;REGIÃO NORDESTE;ALAGOAS;GLP;11146,09636
2003;DEZ;REGIÃO NORDESTE;PERNAMBUCO;GLP;35648,39091
2003;FEV;REGIÃO NORDESTE;PERNAMBUCO;GLP;32992,27091
2003;JUN;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GLP;13373,65455
2003;DEZ;REGIÃO NORTE;TOCANTINS;GLP;5960,065455
2003;MAI;REGIÃO NORTE;RONDÔNIA;GLP;5090,107273
2003;SET;REGIÃO NORDESTE;ALAGOAS;GLP;10995,99455
2003;JAN;REGIÃO NORDESTE;SERGIPE;GLP;7009,530909
2003;FEV;REGIÃO NORDESTE;SERGIPE;GLP;7192,145455
2003;MAR;REGIÃO NORDESTE;SERGIPE;GLP;6806,332727
2003;ABR;REGIÃO NORDESTE;SERGIPE;GLP;6816,68
2003;MAI;REGIÃO NORDESTE;SERGIPE;GLP;7487,476364
2003;JUN;REGIÃO NORDESTE;SERGIPE;GLP;6866,565455
2003;MAI;REGIÃO NORDESTE;BAHIA;GLP;58150,70182
2003;DEZ;REGIÃO NORDESTE;ALAGOAS;GLP;11833,84909
2003;JUL;REGIÃO NORDESTE;SERGIPE;GLP;7766,209091
2003;OUT;REGIÃO NORDESTE;SERGIPE;GLP;7787,674545
2003;NOV;REGIÃO NORDESTE;SERGIPE;GLP;7302,754545
2003;DEZ;REGIÃO NORDESTE;SERGIPE;GLP;7990,230909
2003;JAN;REGIÃO NORDESTE;BAHIA;GLP;53743,66727
2003;FEV;REGIÃO NORDESTE;BAHIA;GLP;51543,31818
2003;MAR;REGIÃO NORDESTE;BAHIA;GLP;55483,10545
2003;AGO;REGIÃO NORDESTE;SERGIPE;GLP;7525,114545
2003;SET;REGIÃO NORDESTE;SERGIPE;GLP;7589,361818
2003;JAN;REGIÃO SUDESTE;ESPÍRITO SANTO;GLP;17173,05273
2003;ABR;REGIÃO NORDESTE;BAHIA;GLP;54040,12
2003;DEZ;REGIÃO SUDESTE;MINAS GERAIS;GLP;113303,24
2003;SET;REGIÃO NORDESTE;BAHIA;GLP;61979,91091
2003;OUT;REGIÃO NORDESTE;BAHIA;GLP;60816,94364
2003;NOV;REGIÃO NORDESTE;BAHIA;GLP;57096,67455
2003;DEZ;REGIÃO NORDESTE;BAHIA;GLP;60541,29273
2003;JAN;REGIÃO SUDESTE;MINAS GERAIS;GLP;110194,5073
2003;FEV;REGIÃO SUDESTE;MINAS GERAIS;GLP;105692,2236
2003;JUL;REGIÃO NORDESTE;BAHIA;GLP;61836,96909
2003;JUN;REGIÃO NORDESTE;BAHIA;GLP;56025,72727
2003;MAR;REGIÃO SUDESTE;MINAS GERAIS;GLP;108872,6291
2003;JUN;REGIÃO SUDESTE;MINAS GERAIS;GLP;109726,2418
2003;JUL;REGIÃO SUDESTE;MINAS GERAIS;GLP;117769,6255
2003;AGO;REGIÃO SUDESTE;MINAS GERAIS;GLP;114139,9691
2003;SET;REGIÃO SUDESTE;MINAS GERAIS;GLP;113662,9236
2003;OUT;REGIÃO SUDESTE;MINAS GERAIS;GLP;110889,0055
2003;NOV;REGIÃO SUDESTE;MINAS GERAIS;GLP;106527,5927
2003;ABR;REGIÃO SUDESTE;MINAS GERAIS;GLP;106787,6055
2003;MAI;REGIÃO SUDESTE;MINAS GERAIS;GLP;112821,3364
2003;FEV;REGIÃO SUDESTE;ESPÍRITO SANTO;GLP;15861,84182
2003;MAR;REGIÃO SUDESTE;ESPÍRITO SANTO;GLP;14877,98182
2003;JAN;REGIÃO SUDESTE;SÃO PAULO;GLP;256341,0818
2003;JUN;REGIÃO SUDESTE;ESPÍRITO SANTO;GLP;16793,11818
2003;JUL;REGIÃO SUDESTE;ESPÍRITO SANTO;GLP;18927,38545
2003;AGO;REGIÃO SUDESTE;ESPÍRITO SANTO;GLP;18603,39273
2003;SET;REGIÃO SUDESTE;ESPÍRITO SANTO;GLP;18031,37273
2003;OUT;REGIÃO SUDESTE;ESPÍRITO SANTO;GLP;17179,27636
2003;NOV;REGIÃO SUDESTE;ESPÍRITO SANTO;GLP;15700,35636
2003;DEZ;REGIÃO SUDESTE;ESPÍRITO SANTO;GLP;17528,04182
2003;MAI;REGIÃO SUDESTE;ESPÍRITO SANTO;GLP;16832,14364
2003;JAN;REGIÃO SUDESTE;RIO DE JANEIRO;GLP;70501,46
2003;MAR;REGIÃO SUDESTE;RIO DE JANEIRO;GLP;72964,15091
2003;ABR;REGIÃO SUDESTE;RIO DE JANEIRO;GLP;75825,27636
2003;MAI;REGIÃO SUDESTE;RIO DE JANEIRO;GLP;79351,48545
2003;JUN;REGIÃO SUDESTE;RIO DE JANEIRO;GLP;79081,04
2003;JUL;REGIÃO SUDESTE;RIO DE JANEIRO;GLP;87634,40727
2003;AGO;REGIÃO SUDESTE;RIO DE JANEIRO;GLP;83232,28
2003;FEV;REGIÃO NORTE;RONDÔNIA;GLP;5045,545455
2003;FEV;REGIÃO SUDESTE;RIO DE JANEIRO;GLP;70062,03818
2003;ABR;REGIÃO SUDESTE;ESPÍRITO SANTO;GLP;17259,45455
2003;SET;REGIÃO SUDESTE;RIO DE JANEIRO;GLP;88086,06909
2003;OUT;REGIÃO SUDESTE;RIO DE JANEIRO;GLP;85745,64182
2003;FEV;REGIÃO SUDESTE;SÃO PAULO;GLP;250260,2327
2003;MAR;REGIÃO SUDESTE;SÃO PAULO;GLP;258426,54
2003;ABR;REGIÃO SUDESTE;SÃO PAULO;GLP;264169,0164
2003;MAI;REGIÃO SUDESTE;SÃO PAULO;GLP;280852,3709
2003;JUN;REGIÃO SUDESTE;SÃO PAULO;GLP;270591,2364
2003;JUL;REGIÃO SUDESTE;SÃO PAULO;GLP;301178,5709
2003;DEZ;REGIÃO SUDESTE;RIO DE JANEIRO;GLP;85469,62909
2003;AGO;REGIÃO SUDESTE;SÃO PAULO;GLP;281669,2582
2003;OUT;REGIÃO SUDESTE;SÃO PAULO;GLP;287597,6545
2003;NOV;REGIÃO SUDESTE;SÃO PAULO;GLP;261959,9127
2003;DEZ;REGIÃO SUDESTE;SÃO PAULO;GLP;274119,2545
2003;JAN;REGIÃO SUL;PARANÁ;GLP;54214,19455
2003;FEV;REGIÃO SUL;PARANÁ;GLP;58318,49091
2003;MAR;REGIÃO SUL;PARANÁ;GLP;60945,23091
2003;ABR;REGIÃO SUL;PARANÁ;GLP;59402,07818
2003;SET;REGIÃO SUDESTE;SÃO PAULO;GLP;289428,4018
2003;NOV;REGIÃO SUDESTE;RIO DE JANEIRO;GLP;77269,61091
2003;AGO;REGIÃO NORDESTE;BAHIA;GLP;61091,10364
2003;MAI;REGIÃO SUL;PARANÁ;GLP;67436,79636
2003;JUL;REGIÃO SUL;PARANÁ;GLP;71521,71091
2003;OUT;REGIÃO NORDESTE;ALAGOAS;GLP;11563,44909
2003;SET;REGIÃO SUL;PARANÁ;GLP;69598,8
2003;OUT;REGIÃO SUL;PARANÁ;GLP;67317,23636
2003;NOV;REGIÃO SUL;PARANÁ;GLP;62058,58182
2003;DEZ;REGIÃO SUL;PARANÁ;GLP;64833,28182
2003;JAN;REGIÃO SUL;SANTA CATARINA;GLP;34129,28
2003;FEV;REGIÃO SUL;SANTA CATARINA;GLP;33315,53455
2003;MAR;REGIÃO SUL;SANTA CATARINA;GLP;34509,28727
2003;JAN;REGIÃO SUL;RIO GRANDE DO SUL;GLP;55685,11091
2003;FEV;REGIÃO SUL;RIO GRANDE DO SUL;GLP;54206,38727
2003;JUN;REGIÃO SUL;SANTA CATARINA;GLP;36372,38727
2003;JUL;REGIÃO SUL;SANTA CATARINA;GLP;39573,71636
2003;AGO;REGIÃO SUL;SANTA CATARINA;GLP;37263,72727
2003;SET;REGIÃO SUL;SANTA CATARINA;GLP;38386,13636
2003;OUT;REGIÃO SUL;SANTA CATARINA;GLP;37601,13273
2003;NOV;REGIÃO SUL;SANTA CATARINA;GLP;34586,30364
2003;DEZ;REGIÃO SUL;SANTA CATARINA;GLP;36333,58545
2003;ABR;REGIÃO SUL;SANTA CATARINA;GLP;36288,83091
2003;MAR;REGIÃO SUL;RIO GRANDE DO SUL;GLP;63600,34545
2003;SET;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;GLP;11758,24
2003;JAN;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;GLP;10360,88727
2003;NOV;REGIÃO NORDESTE;ALAGOAS;GLP;10607,47273
2003;MAI;REGIÃO SUL;RIO GRANDE DO SUL;GLP;71091,62545
2003;JUN;REGIÃO SUL;RIO GRANDE DO SUL;GLP;68239,70909
2003;JUL;REGIÃO SUL;RIO GRANDE DO SUL;GLP;76783,09091
2003;AGO;REGIÃO SUL;RIO GRANDE DO SUL;GLP;72085,07818
2003;SET;REGIÃO SUL;RIO GRANDE DO SUL;GLP;72239,04545
2003;OUT;REGIÃO SUL;RIO GRANDE DO SUL;GLP;70092,85091
2003;NOV;REGIÃO SUL;RIO GRANDE DO SUL;GLP;63695,12909
2003;ABR;REGIÃO SUL;RIO GRANDE DO SUL;GLP;61771,73091
2003;DEZ;REGIÃO SUL;RIO GRANDE DO SUL;GLP;66068,39636
2003;FEV;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;GLP;10306,33636
2003;MAR;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;GLP;11725,58545
2003;ABR;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;GLP;10838,64364
2003;MAI;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;GLP;12025,00364
2003;JUN;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;GLP;10782,55273
2003;JUL;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;GLP;12204,63091
2003;AGO;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;GLP;11839,93636
2003;MAI;REGIÃO SUL;SANTA CATARINA;GLP;37036,16364
2003;ABR;REGIÃO NORTE;RONDÔNIA;GLP;5263,705455
2003;OUT;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;GLP;11379,02
2003;DEZ;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;GLP;11960,18727
2003;MAR;REGIÃO CENTRO-OESTE;MATO GROSSO;GLP;12577,87091
2003;ABR;REGIÃO CENTRO-OESTE;MATO GROSSO;GLP;12792,05273
2003;MAI;REGIÃO CENTRO-OESTE;MATO GROSSO;GLP;12817,96545
2003;JUN;REGIÃO CENTRO-OESTE;MATO GROSSO;GLP;11778,31273
2003;JUL;REGIÃO CENTRO-OESTE;MATO GROSSO;GLP;13525,11091
2003;AGO;REGIÃO CENTRO-OESTE;MATO GROSSO;GLP;12867,68545
2003;SET;REGIÃO CENTRO-OESTE;MATO GROSSO;GLP;13204,92909
2003;FEV;REGIÃO CENTRO-OESTE;MATO GROSSO;GLP;11682,50909
2003;OUT;REGIÃO CENTRO-OESTE;MATO GROSSO;GLP;13185,17818
2003;DEZ;REGIÃO CENTRO-OESTE;MATO GROSSO;GLP;13419,46545
2003;JAN;REGIÃO CENTRO-OESTE;GOIÁS;GLP;38294,16545
2003;FEV;REGIÃO CENTRO-OESTE;GOIÁS;GLP;36642,21636
2003;MAR;REGIÃO CENTRO-OESTE;GOIÁS;GLP;37338,93636
2003;ABR;REGIÃO CENTRO-OESTE;GOIÁS;GLP;36599,60364
2003;MAI;REGIÃO CENTRO-OESTE;GOIÁS;GLP;38927,78727
2003;AGO;REGIÃO SUL;PARANÁ;GLP;68924,25091
2003;NOV;REGIÃO CENTRO-OESTE;MATO GROSSO;GLP;12143,90182
2003;JAN;REGIÃO CENTRO-OESTE;MATO GROSSO;GLP;11601,94182
2003;JUN;REGIÃO CENTRO-OESTE;GOIÁS;GLP;37692,37636
2003;JUL;REGIÃO CENTRO-OESTE;GOIÁS;GLP;39768,09455
2003;OUT;REGIÃO CENTRO-OESTE;GOIÁS;GLP;39500,50727
2003;NOV;REGIÃO CENTRO-OESTE;GOIÁS;GLP;37246,56
2003;DEZ;REGIÃO CENTRO-OESTE;GOIÁS;GLP;38981,80545
2003;JAN;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;GLP;11246,97636
2003;FEV;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;GLP;11237,69455
2003;MAR;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;GLP;12236,14727
2003;ABR;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;GLP;11868,45273
2003;SET;REGIÃO CENTRO-OESTE;GOIÁS;GLP;37690,13455
2003;MAI;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;GLP;12055,33818
2003;JUL;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;GLP;12659,22545
2003;AGO;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;GLP;11485,46545
2003;SET;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;GLP;11886,61091
2003;OUT;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;GLP;12223,45091
2003;NOV;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;GLP;11341,28
2003;DEZ;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;GLP;11428,77818
2003;JUN;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;GLP;12012,88
2003;AGO;REGIÃO CENTRO-OESTE;GOIÁS;GLP;38096,48545
2003;NOV;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;GLP;10333,32909
2003;MAR;REGIÃO NORTE;RONDÔNIA;GLP;4932,056364
2003;SET;REGIÃO NORTE;PARÁ;QUEROSENE DE AVIAÇÃO;7331,898
2003;MAR;REGIÃO NORDESTE;ALAGOAS;QUEROSENE DE AVIAÇÃO;1461,921
2003;MAR;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;QUEROSENE DE AVIAÇÃO;22247,431
2003;OUT;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;QUEROSENE DE AVIAÇÃO;24094,348
2003;AGO;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;QUEROSENE DE AVIAÇÃO;21668,177
2003;JUL;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;QUEROSENE DE AVIAÇÃO;24549,314
2003;JUN;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;QUEROSENE DE AVIAÇÃO;20960,161
2003;MAI;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;QUEROSENE DE AVIAÇÃO;20885,754
2003;ABR;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;QUEROSENE DE AVIAÇÃO;21883,659
2003;MAI;REGIÃO CENTRO-OESTE;GOIÁS;QUEROSENE DE AVIAÇÃO;1819,711
2003;FEV;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;QUEROSENE DE AVIAÇÃO;17501,826
2003;JAN;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;QUEROSENE DE AVIAÇÃO;20786,867
2003;DEZ;REGIÃO CENTRO-OESTE;GOIÁS;QUEROSENE DE AVIAÇÃO;2378,126
2003;NOV;REGIÃO CENTRO-OESTE;GOIÁS;QUEROSENE DE AVIAÇÃO;2171,989
2003;OUT;REGIÃO CENTRO-OESTE;GOIÁS;QUEROSENE DE AVIAÇÃO;6112,264
2003;SET;REGIÃO CENTRO-OESTE;GOIÁS;QUEROSENE DE AVIAÇÃO;1504,686
2003;AGO;REGIÃO CENTRO-OESTE;GOIÁS;QUEROSENE DE AVIAÇÃO;2562,023
2003;JUL;REGIÃO CENTRO-OESTE;GOIÁS;QUEROSENE DE AVIAÇÃO;1967,61
2003;JUN;REGIÃO CENTRO-OESTE;GOIÁS;QUEROSENE DE AVIAÇÃO;1638,501
2003;SET;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;QUEROSENE DE AVIAÇÃO;2162,189
2003;ABR;REGIÃO CENTRO-OESTE;GOIÁS;QUEROSENE DE AVIAÇÃO;2377,366
2003;OUT;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;QUEROSENE DE AVIAÇÃO;2550,429
2003;FEV;REGIÃO CENTRO-OESTE;GOIÁS;QUEROSENE DE AVIAÇÃO;2823,698
2003;JAN;REGIÃO CENTRO-OESTE;GOIÁS;QUEROSENE DE AVIAÇÃO;3849,25
2003;DEZ;REGIÃO CENTRO-OESTE;MATO GROSSO;QUEROSENE DE AVIAÇÃO;1645,896
2003;NOV;REGIÃO CENTRO-OESTE;MATO GROSSO;QUEROSENE DE AVIAÇÃO;1391,642
2003;OUT;REGIÃO CENTRO-OESTE;MATO GROSSO;QUEROSENE DE AVIAÇÃO;1644,395
2003;SET;REGIÃO CENTRO-OESTE;MATO GROSSO;QUEROSENE DE AVIAÇÃO;1582,819
2003;AGO;REGIÃO CENTRO-OESTE;MATO GROSSO;QUEROSENE DE AVIAÇÃO;1344,914
2003;MAR;REGIÃO CENTRO-OESTE;GOIÁS;QUEROSENE DE AVIAÇÃO;2378,386
2003;JUL;REGIÃO CENTRO-OESTE;MATO GROSSO;QUEROSENE DE AVIAÇÃO;1668,002
2003;MAI;REGIÃO CENTRO-OESTE;MATO GROSSO;QUEROSENE DE AVIAÇÃO;1712,564
2003;ABR;REGIÃO CENTRO-OESTE;MATO GROSSO;QUEROSENE DE AVIAÇÃO;1961,542
2003;MAR;REGIÃO CENTRO-OESTE;MATO GROSSO;QUEROSENE DE AVIAÇÃO;2227,809
2003;FEV;REGIÃO CENTRO-OESTE;MATO GROSSO;QUEROSENE DE AVIAÇÃO;1600,688
2003;JAN;REGIÃO CENTRO-OESTE;MATO GROSSO;QUEROSENE DE AVIAÇÃO;2291,344
2003;DEZ;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;QUEROSENE DE AVIAÇÃO;2156,944
2003;NOV;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;QUEROSENE DE AVIAÇÃO;2193,083
2003;JUN;REGIÃO CENTRO-OESTE;MATO GROSSO;QUEROSENE DE AVIAÇÃO;1568,8
2003;MAI;REGIÃO SUL;PARANÁ;QUEROSENE DE AVIAÇÃO;7789,224
2003;AGO;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;QUEROSENE DE AVIAÇÃO;2494,374
2003;FEV;REGIÃO SUL;SANTA CATARINA;QUEROSENE DE AVIAÇÃO;4017,983
2003;MAI;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;QUEROSENE DE AVIAÇÃO;1981,54
2003;ABR;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;QUEROSENE DE AVIAÇÃO;2690,747
2003;MAR;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;QUEROSENE DE AVIAÇÃO;2318,766
2003;FEV;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;QUEROSENE DE AVIAÇÃO;2126,199
2003;JAN;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;QUEROSENE DE AVIAÇÃO;2486,184
2003;DEZ;REGIÃO SUL;RIO GRANDE DO SUL;QUEROSENE DE AVIAÇÃO;8754,477
2003;NOV;REGIÃO SUL;RIO GRANDE DO SUL;QUEROSENE DE AVIAÇÃO;7595,644
2003;OUT;REGIÃO SUL;RIO GRANDE DO SUL;QUEROSENE DE AVIAÇÃO;9495,472
2003;SET;REGIÃO SUL;RIO GRANDE DO SUL;QUEROSENE DE AVIAÇÃO;8974,272
2003;AGO;REGIÃO SUL;RIO GRANDE DO SUL;QUEROSENE DE AVIAÇÃO;8164,004
2003;JUL;REGIÃO SUL;RIO GRANDE DO SUL;QUEROSENE DE AVIAÇÃO;9087,052
2003;JUN;REGIÃO SUL;RIO GRANDE DO SUL;QUEROSENE DE AVIAÇÃO;7601,185
2003;MAI;REGIÃO SUL;RIO GRANDE DO SUL;QUEROSENE DE AVIAÇÃO;7692,509
2003;ABR;REGIÃO SUL;RIO GRANDE DO SUL;QUEROSENE DE AVIAÇÃO;8709,034
2003;MAR;REGIÃO SUL;RIO GRANDE DO SUL;QUEROSENE DE AVIAÇÃO;7674,372
2003;FEV;REGIÃO SUL;RIO GRANDE DO SUL;QUEROSENE DE AVIAÇÃO;7357,097
2003;JAN;REGIÃO SUL;RIO GRANDE DO SUL;QUEROSENE DE AVIAÇÃO;8659,924
2003;JUL;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;QUEROSENE DE AVIAÇÃO;2248,774
2003;JUN;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;QUEROSENE DE AVIAÇÃO;2486,26
2003;OUT;REGIÃO SUL;SANTA CATARINA;QUEROSENE DE AVIAÇÃO;3127,137
2003;SET;REGIÃO SUL;SANTA CATARINA;QUEROSENE DE AVIAÇÃO;3044,721
2003;AGO;REGIÃO SUL;SANTA CATARINA;QUEROSENE DE AVIAÇÃO;2807,193
2003;JUL;REGIÃO SUL;SANTA CATARINA;QUEROSENE DE AVIAÇÃO;3236,136
2003;JUN;REGIÃO SUL;SANTA CATARINA;QUEROSENE DE AVIAÇÃO;3143,199
2003;MAI;REGIÃO SUL;SANTA CATARINA;QUEROSENE DE AVIAÇÃO;3343,979
2003;ABR;REGIÃO SUL;SANTA CATARINA;QUEROSENE DE AVIAÇÃO;3669,244
2003;MAR;REGIÃO SUL;SANTA CATARINA;QUEROSENE DE AVIAÇÃO;3541,848
2003;DEZ;REGIÃO SUL;SANTA CATARINA;QUEROSENE DE AVIAÇÃO;3513,416
2003;JAN;REGIÃO SUL;SANTA CATARINA;QUEROSENE DE AVIAÇÃO;4547,096
2003;DEZ;REGIÃO SUL;PARANÁ;QUEROSENE DE AVIAÇÃO;8230,166
2003;NOV;REGIÃO SUL;PARANÁ;QUEROSENE DE AVIAÇÃO;8774,286
2003;OUT;REGIÃO SUL;PARANÁ;QUEROSENE DE AVIAÇÃO;8759,266
2003;SET;REGIÃO SUL;PARANÁ;QUEROSENE DE AVIAÇÃO;8530,93
2003;AGO;REGIÃO SUL;PARANÁ;QUEROSENE DE AVIAÇÃO;7927,165
2003;JUL;REGIÃO SUL;PARANÁ;QUEROSENE DE AVIAÇÃO;7416,377
2003;JUN;REGIÃO SUL;PARANÁ;QUEROSENE DE AVIAÇÃO;6942,259
2003;NOV;REGIÃO SUL;SANTA CATARINA;QUEROSENE DE AVIAÇÃO;2898,866
2003;JUL;REGIÃO NORDESTE;ALAGOAS;QUEROSENE DE AVIAÇÃO;1956,988
2003;ABR;REGIÃO SUL;PARANÁ;QUEROSENE DE AVIAÇÃO;8671,665
